Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,SCR_Z,BLK_Z,PM_Z,Y/CMP_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,Offensive_Value,Score
Kainoa Chun-Moy,13,226,252,53,36,17,13,50,254,93.04,3373,1536,1837,52.78,18,14,1,2,0,9,64.29,2,159,67,271,radicals,2025,192.0,0.63,0.15,0.56,48.84,0.26,3.56,0.35,0.28,0.21,23.04,25.82,1.74,1.76,2.22,0.98,0.96,0.98,2.26,0.6,0.87,1.08,0.66,0.27,0.58,0.689
Pieran Robert,13,250,189,25,6,19,15,34,52,92.86,1418,214,1204,51.85,7,4,0,2,0,0,--,0,48,202,267,radicals,2025,192.0,0.7,0.21,0.66,54.63,0.29,3.67,0.31,0.38,0.23,23.71,30.95,0.16,2.23,1.08,-0.27,-0.31,-0.64,-0.45,0.81,-0.49,0.3,-0.67,0.18,0.17,0.2
Luke Marks,12,184,130,16,10,6,22,30,45,90.0,619,325,294,51.54,2,5,0,3,0,2,50.00,27,4,180,194,radicals,2025,192.0,0.93,0.35,0.93,72.59,0.39,5.22,0.48,0.45,0.33,34.89,37.73,-0.35,3.86,0.8,-0.78,-0.89,-0.7,-0.08,-0.55,-0.35,-0.82,-0.55,0.14,-0.25,-0.251
Mitchell McCarthy,13,207,178,30,12,18,12,26,127,88.19,2038,1222,816,52.25,11,15,1,1,0,7,63.64,33,53,154,227,radicals,2025,192.0,0.77,0.2,0.66,61.3,0.33,4.3,0.37,0.4,0.3,30.64,30.69,0.44,1.53,0.52,0.13,0.15,-0.04,0.1,0.7,1.01,-0.18,0.35,0.22,-0.23,-0.25
Nico Ranabhat,11,169,211,35,11,24,3,26,117,93.6,2179,497,1682,54.03,10,7,0,5,0,2,66.67,1,141,28,204,radicals,2025,192.0,0.67,0.13,0.56,52.59,0.28,3.6,0.31,0.37,0.22,22.6,30.01,0.72,-0.57,0.52,0.22,0.04,-0.12,0.01,1.33,-0.08,0.89,-0.38,0.41,0.23,0.237
Jake Carrico,13,183,157,29,23,6,6,24,112,89.6,1914,1134,780,54.14,12,10,0,1,1,6,100.00,1,53,130,197,radicals,2025,192.0,0.86,0.19,0.73,68.48,0.38,4.77,0.48,0.38,0.31,34.07,34.44,0.38,0.13,0.37,0.05,0.27,-0.16,1.09,-0.55,0.33,-0.22,0.26,0.42,0.29,0.294
Eric Sjostrom,7,113,152,25,19,6,2,19,220,96.49,2714,2287,427,52.63,10,7,0,1,0,12,92.31,0,112,1,146,radicals,2025,192.0,0.86,0.17,0.73,75.76,0.38,5.61,0.47,0.39,0.3,42.5,33.29,0.16,-0.81,0.02,0.56,0.04,0.71,0.73,-0.55,-0.08,-0.65,1.42,0.26,0.52,0.453
Sam Stark,12,197,161,16,9,7,10,18,60,90.91,1437,647,790,52.8,7,5,0,3,0,6,85.71,24,47,150,205,radicals,2025,192.0,0.76,0.21,0.68,63.96,0.34,4.34,0.39,0.37,0.27,30.31,33.67,-0.35,1.06,-0.05,-0.25,-0.31,-0.58,-0.17,-0.45,-0.35,-0.21,-0.23,0.28,0.06,0.062
Gabe Vordick,12,200,271,29,13,16,3,14,254,95.13,2679,692,1987,47.6,34,12,0,6,0,3,50.00,1,197,3,262,radicals,2025,192.0,0.5,0.1,0.39,42.97,0.3,3.31,0.25,0.26,0.19,18.39,24.59,0.38,-0.57,-0.34,0.54,2.81,0.98,0.19,0.5,0.6,1.26,-0.19,-0.27,0.46,0.537
Jack Nelson,7,78,125,15,10,5,3,14,50,86.21,1308,515,793,37.6,3,4,0,0,0,5,71.43,0,78,0,107,radicals,2025,192.0,0.96,0.22,0.84,80.68,0.41,5.46,0.5,0.46,0.34,37.69,43.02,-0.41,-0.57,-0.34,-0.34,-0.77,-0.66,-0.08,-0.66,-0.49,-0.2,-0.36,-1.33,-0.07,-0.052
Joshua Wilson,11,162,140,17,11,6,5,14,138,92.62,1613,1078,535,45.71,4,6,1,2,0,6,66.67,45,47,115,185,radicals,2025,192.0,0.88,0.21,0.75,74.43,0.37,5.5,0.46,0.42,0.32,37.68,36.79,-0.3,-0.11,-0.34,-0.14,-0.66,0.05,0.01,-0.55,-0.21,-0.52,0.2,-0.47,-0.18,-0.177
Ted Schewe,12,191,260,23,15,8,3,12,338,94.94,3232,2447,785,48.85,15,13,0,1,0,6,75.00,0,191,0,236,radicals,2025,192.0,0.5,0.11,0.4,46.84,0.25,3.77,0.26,0.24,0.2,25.78,21.08,0.04,-0.57,-0.48,0.89,0.61,1.65,0.37,-0.34,0.74,-0.21,1.58,-0.14,-0.11,-0.122
Joe Leibforth,10,161,107,9,4,5,6,11,22,73.33,479,115,364,52.34,2,4,0,0,0,0,0.00,0,0,161,182,radicals,2025,192.0,1.06,0.28,0.95,86.24,0.46,6.09,0.53,0.54,0.39,40.18,46.11,-0.75,0.13,-0.55,-0.86,-0.89,-0.88,-0.63,-0.66,-0.49,-0.73,-0.77,0.23,-0.38,-0.37
Kai DeLorenzo,12,234,247,17,6,11,9,8,161,88.46,2380,1243,1137,45.75,9,17,0,1,1,6,75.00,52,134,100,271,radicals,2025,192.0,0.5,0.13,0.41,45.87,0.23,3.26,0.24,0.26,0.23,22.33,23.56,-0.3,0.83,-0.76,0.35,-0.08,0.23,-0.45,-0.03,1.28,0.22,0.37,-0.47,-0.9,-1.069
Kai Marcus,9,121,173,22,21,1,1,8,167,89.78,2073,1571,502,44.51,9,15,0,0,0,8,53.33,0,121,0,153,radicals,2025,192.0,0.74,0.15,0.58,63.22,0.33,4.65,0.43,0.31,0.31,33.46,29.79,-0.01,-1.04,-0.76,0.15,-0.08,0.28,0.91,-1.08,1.01,-0.56,0.7,-0.6,-0.41,-0.366
Max Sample,6,67,87,13,3,10,1,7,57,95.0,882,208,674,42.53,5,3,0,4,0,1,33.33,0,62,5,90,radicals,2025,192.0,1.34,0.28,1.11,109.37,0.6,7.79,0.63,0.71,0.47,49.92,59.5,-0.52,-1.04,-0.83,-0.61,-0.54,-0.6,-0.72,-0.13,-0.62,-0.35,-0.67,-0.81,-0.14,-0.096
David Nester,4,48,40,8,6,2,1,6,18,90.0,313,224,89,57.5,2,2,0,1,0,0,0.00,0,2,46,51,radicals,2025,192.0,2.62,0.58,2.24,210.96,1.16,15.07,1.36,1.27,0.93,102.42,108.64,-0.81,-1.04,-0.9,-0.97,-0.89,-0.91,-0.45,-0.97,-0.76,-1.07,-0.66,0.77,-0.17,-0.088
Max Junga,6,60,32,4,4,0,3,6,7,87.5,259,176,83,53.13,1,1,0,0,0,3,75.00,0,1,59,52,radicals,2025,192.0,3.08,0.76,2.73,255.11,1.38,18.03,1.59,1.49,1.11,123.27,131.97,-1.03,-0.57,-0.9,-1.0,-1.0,-1.0,-0.63,-1.18,-0.9,-1.08,-0.7,0.31,-0.21,-0.109
Mac Weber,11,193,132,7,2,5,7,6,89,92.71,711,456,255,49.24,6,7,0,1,0,1,33.33,0,21,172,207,radicals,2025,192.0,0.85,0.23,0.74,72.2,0.41,5.47,0.42,0.44,0.34,35.34,36.9,-0.86,0.36,-0.9,-0.72,-0.43,-0.34,-0.81,-0.66,-0.08,-0.86,-0.42,-0.1,-0.56,-0.581
Bryan Vohnoutka,16,311,333,58,27,31,8,46,268,92.1,4493,1872,2621,54.05,24,19,0,1,0,6,60.00,2,224,87,337,windchill,2025,247.0,0.5,0.1,0.42,40.45,0.22,2.75,0.24,0.25,0.17,18.51,21.96,2.03,0.59,1.93,1.69,1.65,1.09,1.45,2.07,1.56,2.04,1.0,0.41,0.59,0.689
Paul Krenik,15,270,278,40,13,27,11,41,186,95.38,2714,1034,1680,50.36,10,7,0,3,1,2,66.67,0,157,113,309,windchill,2025,247.0,0.53,0.13,0.48,42.03,0.21,2.99,0.24,0.29,0.17,19.15,22.9,1.01,1.29,1.58,0.56,0.04,0.43,0.19,1.65,-0.08,0.88,0.16,0.02,0.38,0.425
Dylan DeClerck,13,217,189,29,6,23,12,37,52,92.86,1126,163,963,47.62,3,4,0,0,0,1,33.33,0,39,178,282,windchill,2025,247.0,0.72,0.19,0.68,53.12,0.27,3.67,0.31,0.4,0.23,23.44,29.71,0.38,1.53,1.3,-0.45,-0.77,-0.64,-0.45,1.23,-0.49,0.0,-0.72,-0.27,0.05,0.053
Gordon Larson,16,279,333,53,35,18,4,33,401,94.35,4710,2833,1877,52.55,33,20,0,4,0,6,60.00,0,250,29,310,windchill,2025,247.0,0.48,0.09,0.38,41.09,0.25,3.14,0.27,0.22,0.18,21.36,19.75,1.74,-0.34,1.01,1.83,2.69,2.16,2.17,0.7,1.69,1.12,1.97,0.25,0.87,0.975
Tristan Van de Moortele,16,325,298,49,33,16,6,33,398,94.76,4015,2635,1380,49.66,26,20,0,2,0,8,53.33,8,104,221,395,windchill,2025,247.0,0.52,0.1,0.42,43.55,0.25,3.49,0.29,0.23,0.2,23.17,20.4,1.52,0.13,1.01,1.39,1.88,2.13,1.99,0.5,1.69,0.52,1.77,-0.05,0.38,0.481
Thomas Shope,10,182,182,26,5,21,9,32,83,96.51,1663,320,1343,53.3,11,2,0,1,0,1,100.00,0,91,91,210,windchill,2025,247.0,0.73,0.18,0.68,57.98,0.33,3.97,0.32,0.41,0.22,25.16,32.85,0.21,0.83,0.94,-0.11,0.15,-0.39,-0.54,1.02,-0.76,0.47,-0.56,0.33,0.49,0.452
Justin Burnett,14,250,194,22,10,12,21,31,71,91.03,1681,571,1110,46.91,7,7,1,5,1,1,50.00,1,14,236,300,windchill,2025,247.0,0.66,0.23,0.63,54.58,0.29,3.67,0.33,0.34,0.24,24.9,29.7,-0.01,3.63,0.87,-0.1,-0.31,-0.49,-0.08,0.08,-0.08,0.18,-0.31,-0.35,-0.03,-0.033
Noah Hanson,15,223,187,24,14,10,19,31,85,86.73,1481,749,732,51.87,6,11,0,1,0,4,50.00,0,5,218,289,windchill,2025,247.0,0.7,0.23,0.66,55.53,0.29,3.88,0.36,0.34,0.27,26.74,28.81,0.1,3.16,0.87,-0.23,-0.43,-0.38,0.28,-0.13,0.47,-0.28,-0.13,0.18,-0.32,-0.346
Blake Krapfl,14,210,157,18,8,10,15,30,23,88.46,729,235,494,54.14,7,3,0,0,1,2,100.00,0,0,210,247,windchill,2025,247.0,0.79,0.25,0.77,61.17,0.35,4.22,0.39,0.4,0.27,28.52,32.68,-0.24,2.23,0.8,-0.71,-0.31,-0.87,-0.27,-0.13,-0.62,-0.57,-0.65,0.42,0.2,0.2
James Pollard,15,275,229,30,16,14,16,28,91,83.49,2074,880,1194,47.6,10,14,1,4,1,9,50.00,158,79,196,298,windchill,2025,247.0,0.6,0.18,0.53,48.09,0.26,3.21,0.3,0.29,0.23,22.5,25.62,0.44,2.46,0.66,0.15,0.04,-0.33,0.46,0.29,0.87,0.29,0.0,-0.27,-0.2,-0.22
William Brandt,14,235,291,52,39,13,2,28,430,94.51,5391,3255,2136,51.2,24,21,0,5,0,6,85.71,0,231,4,270,windchill,2025,247.0,0.55,0.09,0.42,49.23,0.25,3.68,0.32,0.23,0.21,25.81,23.43,1.69,-0.81,0.66,2.26,1.65,2.39,2.53,0.18,1.83,1.44,2.39,0.11,0.46,0.481
Greg Cousins,13,181,218,28,7,21,3,25,113,95.76,2257,931,1326,57.34,14,4,0,2,0,6,66.67,1,165,16,216,windchill,2025,247.0,0.62,0.13,0.54,51.29,0.29,3.47,0.28,0.34,0.2,23.84,27.47,0.33,-0.57,0.44,0.27,0.5,-0.15,-0.36,1.02,-0.49,0.45,0.05,0.76,0.68,0.636
Max Hanscom,10,155,121,12,2,10,15,25,32,94.12,607,131,476,53.72,5,2,0,0,0,0,--,0,7,148,185,windchill,2025,247.0,0.97,0.32,0.95,77.67,0.44,5.49,0.45,0.52,0.33,35.84,41.87,-0.58,2.23,0.44,-0.78,-0.54,-0.8,-0.81,-0.13,-0.76,-0.59,-0.75,0.37,-0.04,-0.035
Cameron Lacy,16,235,192,26,15,11,7,22,137,90.73,1303,961,342,55.21,15,11,1,0,0,4,50.00,157,6,229,299,windchill,2025,247.0,0.69,0.16,0.59,53.21,0.33,4.05,0.36,0.34,0.26,27.14,26.1,0.21,0.36,0.23,-0.34,0.61,0.04,0.37,-0.03,0.47,-0.76,0.08,0.53,0.08,0.088
Kyle Suelflow,9,136,106,15,6,9,7,17,28,84.85,775,277,498,50.94,3,5,0,0,0,3,60.00,0,15,121,152,windchill,2025,247.0,1.13,0.29,1.01,89.68,0.48,6.2,0.55,0.58,0.41,42.0,47.73,-0.41,0.36,-0.12,-0.68,-0.77,-0.83,-0.45,-0.24,-0.35,-0.57,-0.6,0.08,-0.22,-0.173
Colin Berry,14,171,175,21,9,12,7,16,84,89.36,1511,666,845,49.14,10,10,0,2,0,5,62.50,0,71,100,208,windchill,2025,247.0,0.73,0.18,0.62,59.39,0.33,4.13,0.36,0.37,0.28,28.06,31.36,-0.07,0.36,-0.19,-0.21,0.04,-0.38,-0.17,0.08,0.33,-0.14,-0.21,-0.11,-0.17,-0.156
Gabe Jagt,6,78,76,15,6,9,3,16,30,93.75,991,296,695,71.05,6,2,0,0,0,1,50.00,0,40,38,65,windchill,2025,247.0,1.54,0.35,1.37,125.57,0.69,8.52,0.75,0.79,0.52,57.79,67.84,-0.41,-0.57,-0.19,-0.54,-0.43,-0.82,-0.45,-0.24,-0.76,-0.32,-0.58,2.2,0.17,0.087
Josh Klane,14,243,293,36,28,8,3,14,334,92.52,3957,2857,1100,50.51,21,22,0,3,0,15,51.72,1,236,7,269,windchill,2025,247.0,0.49,0.09,0.37,44.08,0.24,3.34,0.28,0.21,0.21,24.3,19.8,0.78,-0.57,-0.34,1.35,1.31,1.62,1.54,-0.34,1.96,0.17,1.99,0.03,-0.05,-0.052
Matthew Johnson,8,117,91,8,2,6,6,14,18,94.74,509,138,371,65.93,9,0,0,0,0,0,--,0,5,112,126,windchill,2025,247.0,1.23,0.32,1.14,100.93,0.61,7.06,0.59,0.64,0.42,47.11,53.86,-0.81,0.13,-0.34,-0.85,-0.08,-0.91,-0.81,-0.55,-1.03,-0.72,-0.74,1.66,0.26,0.186
Matthew Rehder,10,176,198,29,13,16,5,14,120,84.51,2183,1008,1175,50.0,5,19,0,1,0,1,25.00,0,162,14,177,windchill,2025,247.0,0.68,0.15,0.54,55.98,0.27,3.84,0.33,0.35,0.29,26.57,29.43,0.38,-0.11,-0.34,0.22,-0.54,-0.1,0.19,0.5,1.56,0.26,0.13,-0.02,-0.93,-0.787
Quentin Bonnaud,12,250,302,72,19,53,7,64,187,92.12,4578,933,3645,51.32,14,13,0,2,0,7,58.33,0,241,9,265,royal,2025,172.0,0.59,0.1,0.52,44.81,0.21,2.76,0.24,0.35,0.17,17.32,27.51,2.82,0.36,3.21,1.75,0.5,0.44,0.73,4.37,0.74,3.29,0.06,0.12,0.75,0.931
Christophe Tremblay-Joncas,11,243,273,56,44,12,11,41,258,90.85,5181,3004,2177,49.82,22,21,0,5,0,26,81.25,9,209,34,264,royal,2025,172.0,0.6,0.13,0.49,51.66,0.26,3.3,0.36,0.24,0.22,26.58,25.1,1.91,1.29,1.58,2.13,1.42,1.01,2.98,0.08,1.83,1.49,2.14,-0.04,0.89,1.103
Charles Guay,12,215,148,21,8,13,19,32,131,92.91,1381,870,511,49.32,12,8,0,0,0,1,50.00,0,43,172,239,royal,2025,172.0,0.86,0.29,0.83,69.03,0.41,5.17,0.41,0.44,0.31,34.35,34.71,-0.07,3.16,0.94,-0.29,0.27,-0.01,-0.27,0.18,0.06,-0.55,-0.01,-0.09,0.02,0.024
Philippe Le Bourdais,10,175,208,29,12,17,1,25,80,95.24,2030,474,1556,52.4,12,4,0,1,0,3,100.00,0,166,9,188,royal,2025,172.0,0.65,0.12,0.56,52.63,0.29,3.47,0.31,0.34,0.21,22.81,29.84,0.38,-1.04,0.44,0.12,0.27,-0.42,0.1,0.6,-0.49,0.73,-0.4,0.23,0.55,0.575
William St-Pierre,9,150,122,19,5,14,4,21,55,96.49,1314,261,1053,52.46,7,2,0,0,0,0,--,0,59,91,168,royal,2025,172.0,1.02,0.23,0.91,82.63,0.45,5.63,0.47,0.54,0.33,36.58,46.09,-0.18,-0.34,0.16,-0.33,-0.31,-0.62,-0.54,0.29,-0.76,0.11,-0.62,0.24,0.21,0.208
Kevin Quinlan,12,248,305,37,30,7,3,19,318,93.53,4306,2622,1684,51.15,25,20,1,1,0,16,64.00,0,244,4,270,royal,2025,172.0,0.47,0.09,0.37,43.5,0.24,3.15,0.27,0.2,0.19,22.6,20.92,0.84,-0.57,0.02,1.57,1.77,1.49,1.72,-0.45,1.69,0.89,1.75,0.1,0.28,0.351
Thomas Lalonde-Landry,12,226,153,17,8,9,7,16,90,90.0,1011,538,473,49.02,6,8,0,0,0,1,100.00,0,39,187,258,royal,2025,172.0,0.8,0.2,0.7,64.5,0.35,4.75,0.4,0.41,0.3,31.16,33.37,-0.3,0.36,-0.19,-0.53,-0.43,-0.34,-0.27,-0.24,0.06,-0.6,-0.34,-0.12,-0.36,-0.441
Jeremy Hill,8,169,199,21,7,14,5,15,84,90.32,1883,519,1364,50.75,9,8,0,3,0,4,80.00,0,158,11,177,royal,2025,172.0,0.64,0.15,0.54,54.23,0.29,3.65,0.3,0.34,0.24,24.04,30.22,-0.07,-0.11,-0.27,0.03,-0.08,-0.38,-0.36,0.29,0.06,0.5,-0.36,0.06,-0.13,-0.132
Raphaël Lalonde-Landry,12,199,134,9,4,5,11,14,87,94.57,576,74,502,47.01,5,4,0,2,0,0,--,0,39,160,220,royal,2025,172.0,0.86,0.26,0.78,70.19,0.4,5.37,0.42,0.43,0.32,32.08,38.14,-0.75,1.29,-0.34,-0.8,-0.54,-0.36,-0.63,-0.66,-0.49,-0.56,-0.81,-0.33,-0.45,-0.509
Victor Curodeau,8,121,105,15,4,11,2,14,59,98.33,1031,286,745,47.62,5,1,0,2,0,0,--,0,63,58,137,royal,2025,172.0,1.14,0.25,0.99,92.83,0.5,6.54,0.54,0.6,0.37,42.46,50.41,-0.41,-0.81,-0.34,-0.51,-0.54,-0.59,-0.63,-0.03,-0.9,-0.26,-0.59,-0.27,0.11,0.098
Antoine Dubé,7,132,90,12,5,7,7,13,32,84.21,795,193,602,45.56,6,6,0,0,0,2,50.00,6,30,102,139,royal,2025,172.0,1.28,0.34,1.14,105.0,0.59,7.28,0.63,0.65,0.48,48.19,56.86,-0.58,0.36,-0.41,-0.66,-0.43,-0.8,-0.54,-0.45,-0.21,-0.44,-0.69,-0.49,-0.3,-0.27
Jacob Duquette,9,176,210,28,8,20,2,13,176,91.67,2772,1244,1528,54.29,14,13,0,4,0,7,70.00,0,167,9,193,royal,2025,172.0,0.64,0.13,0.5,55.59,0.3,3.89,0.29,0.35,0.25,26.18,29.43,0.33,-0.81,-0.41,0.6,0.5,0.35,-0.27,0.91,0.74,0.7,0.37,0.43,-0.13,-0.138
Julien Bernat,10,182,135,17,11,6,6,12,110,91.67,1642,728,914,49.63,8,9,0,2,0,5,41.67,19,52,130,206,royal,2025,172.0,0.91,0.22,0.76,77.3,0.41,5.5,0.47,0.44,0.35,36.52,40.81,-0.3,0.13,-0.48,-0.12,-0.19,-0.18,0.01,-0.55,0.19,-0.06,-0.15,-0.06,-0.3,-0.328
Paul Hooley,10,118,84,12,7,5,3,10,69,90.79,943,571,372,39.29,4,5,0,0,0,1,50.00,50,16,102,149,royal,2025,172.0,1.37,0.31,1.18,113.74,0.61,8.19,0.7,0.67,0.51,55.69,58.11,-0.58,-0.57,-0.62,-0.57,-0.66,-0.5,-0.36,-0.66,-0.35,-0.72,-0.31,-1.15,-0.24,-0.223
Kuochuan Ponzio,9,108,70,9,0,9,1,9,28,100.0,430,107,323,50.0,2,0,0,1,0,0,--,0,12,96,123,royal,2025,172.0,1.59,0.35,1.39,128.13,0.69,9.17,0.73,0.85,0.53,59.89,68.31,-0.75,-1.04,-0.69,-0.9,-0.89,-0.83,-0.99,-0.24,-1.03,-0.78,-0.77,-0.02,-0.09,-0.076
Geoff Bevan,6,92,76,11,8,3,3,8,81,94.19,980,753,227,59.21,3,5,0,1,0,8,72.73,32,44,48,100,royal,2025,172.0,1.49,0.35,1.27,125.43,0.65,9.15,0.78,0.72,0.56,63.43,62.06,-0.64,-0.57,-0.76,-0.55,-0.77,-0.41,-0.27,-0.87,-0.35,-0.9,-0.12,0.95,-0.25,-0.191
Antoine Rousseau,7,106,84,9,6,3,6,6,79,89.77,754,645,109,44.05,3,8,0,1,0,2,50.00,67,22,84,131,royal,2025,172.0,1.34,0.35,1.13,111.62,0.6,8.3,0.69,0.65,0.54,56.52,55.16,-0.75,0.13,-0.9,-0.69,-0.77,-0.42,-0.45,-0.87,0.06,-1.04,-0.23,-0.65,-0.6,-0.524
Victor Sauvé,7,88,83,8,1,7,0,6,23,92.0,460,99,361,49.4,4,2,0,0,0,0,--,0,42,46,98,royal,2025,172.0,1.34,0.28,1.15,109.55,0.61,7.76,0.64,0.7,0.48,50.95,58.65,-0.81,-1.27,-0.9,-0.88,-0.66,-0.87,-0.9,-0.45,-0.76,-0.73,-0.78,-0.08,-0.17,-0.128
Zakarie Massi,5,61,31,6,3,3,1,5,8,61.54,183,87,96,41.94,0,2,0,0,0,1,33.33,0,2,59,70,royal,2025,172.0,3.22,0.72,2.78,260.08,1.39,18.56,1.61,1.61,1.17,124.22,136.0,-0.92,-1.04,-0.98,-1.05,-1.12,-0.99,-0.72,-0.87,-0.76,-1.06,-0.79,-0.87,-0.34,-0.217
Jeremie Giard,3,41,19,3,2,1,2,4,7,87.5,202,58,144,63.16,1,1,0,0,0,0,--,0,1,40,47,royal,2025,172.0,4.71,1.12,4.12,390.92,2.12,27.79,2.38,2.33,1.71,185.12,206.0,-1.09,-0.81,-1.05,-1.04,-1.0,-1.0,-0.81,-1.08,-0.9,-1.0,-0.82,1.37,-0.29,-0.152
John Randolph,13,308,300,70,40,30,6,66,395,96.81,5139,2827,2312,59.0,30,10,0,0,0,11,73.33,0,218,90,339,empire,2025,213.0,0.59,0.1,0.53,46.95,0.26,3.46,0.31,0.28,0.16,23.65,23.32,2.71,0.13,3.35,2.1,2.34,2.11,2.62,1.96,0.33,1.66,1.96,0.93,1.99,2.511
Ben Jagt,13,323,354,63,18,45,9,60,199,93.87,4306,622,3684,56.5,21,11,0,1,0,1,25.00,30,282,41,346,empire,2025,213.0,0.48,0.09,0.43,37.57,0.2,2.39,0.2,0.28,0.14,13.95,23.63,2.31,0.83,2.93,1.57,1.31,0.54,0.64,3.54,0.47,3.34,-0.26,0.67,0.86,1.096
Matt LaBar,13,272,318,62,27,35,5,50,268,94.7,4819,1626,3193,58.18,26,14,0,3,0,10,66.67,0,261,11,316,empire,2025,213.0,0.53,0.09,0.45,43.34,0.24,2.87,0.25,0.28,0.17,18.61,24.75,2.25,-0.11,2.22,1.9,1.88,1.09,1.45,2.49,0.87,2.74,0.75,0.84,1.09,1.328
Jack Williams,11,230,265,43,31,12,4,27,437,94.38,5018,3270,1748,55.85,28,20,0,0,0,9,50.00,0,216,14,253,empire,2025,213.0,0.57,0.11,0.45,52.59,0.29,4.06,0.32,0.25,0.22,28.35,24.25,1.18,-0.34,0.59,2.03,2.11,2.45,1.81,0.08,1.69,0.97,2.41,0.6,0.48,0.523
Axel Agami,12,195,100,23,7,16,4,24,62,95.38,885,258,627,54.0,7,3,0,0,0,0,--,0,13,182,215,empire,2025,213.0,1.27,0.28,1.13,95.86,0.54,6.88,0.59,0.68,0.41,44.22,51.69,0.04,-0.34,0.37,-0.61,-0.31,-0.56,-0.36,0.5,-0.62,-0.41,-0.62,0.4,0.2,0.201
Sam Jonas,12,187,110,12,9,3,14,23,142,99.3,993,706,287,51.82,7,1,0,2,0,2,100.00,0,19,168,220,empire,2025,213.0,1.06,0.34,1.03,88.46,0.5,6.97,0.56,0.5,0.36,44.27,44.23,-0.58,2.0,0.3,-0.54,-0.31,0.08,-0.17,-0.87,-0.9,-0.82,-0.17,0.17,0.1,0.102
Jacob Cowan,11,197,175,25,8,17,3,21,91,94.79,1858,380,1478,59.43,4,5,1,2,0,0,--,0,129,68,207,empire,2025,213.0,0.75,0.16,0.64,61.32,0.3,4.17,0.35,0.4,0.25,26.47,34.88,0.16,-0.57,0.16,0.01,-0.66,-0.33,-0.27,0.6,-0.35,0.64,-0.5,0.98,-0.09,-0.089
Oliver Chartock,11,210,242,28,16,12,3,19,149,93.13,2689,945,1744,54.13,14,11,0,1,0,3,100.00,0,195,15,237,empire,2025,213.0,0.56,0.11,0.46,48.05,0.26,3.28,0.29,0.27,0.21,21.58,26.49,0.33,-0.57,0.02,0.54,0.5,0.14,0.46,0.08,0.47,0.96,0.07,0.42,0.04,0.042
Antoine Davis,11,170,94,10,4,6,9,18,29,93.55,631,263,368,52.13,4,1,0,0,0,2,100.00,0,8,162,184,empire,2025,213.0,1.21,0.34,1.14,99.1,0.55,6.96,0.6,0.62,0.41,46.95,52.2,-0.69,0.83,-0.05,-0.77,-0.66,-0.83,-0.63,-0.55,-0.9,-0.73,-0.62,0.21,0.03,0.028
Marques Brownlee,10,175,89,20,18,2,5,17,102,91.89,1361,1070,291,53.93,6,8,0,0,0,4,66.67,128,15,160,178,empire,2025,213.0,1.38,0.32,1.19,112.14,0.6,8.11,0.78,0.61,0.51,58.03,54.16,-0.13,-0.11,-0.12,-0.3,-0.43,-0.24,0.64,-0.97,0.06,-0.82,0.19,0.4,-0.04,-0.037
Oliver Fay,9,160,82,13,6,7,9,16,42,87.5,940,224,716,51.22,8,5,0,1,0,2,66.67,10,14,146,160,empire,2025,213.0,1.41,0.39,1.28,116.32,0.67,8.07,0.7,0.71,0.52,52.98,63.4,-0.52,0.83,-0.19,-0.57,-0.19,-0.72,-0.45,-0.45,-0.35,-0.3,-0.66,0.11,-0.11,-0.095
Everest Shapiro,12,240,221,23,6,17,5,14,139,94.56,2335,846,1489,55.2,14,7,0,7,0,4,80.00,0,160,80,255,empire,2025,213.0,0.59,0.13,0.48,50.95,0.28,3.54,0.27,0.32,0.21,23.15,27.83,0.04,-0.11,-0.34,0.32,0.5,0.06,-0.45,0.6,-0.08,0.65,-0.03,0.53,0.2,0.219
Calvin Brown,7,163,195,40,27,13,2,13,326,91.57,5010,3669,1341,61.54,17,25,0,4,0,24,72.73,0,163,0,183,empire,2025,213.0,0.75,0.14,0.54,70.95,0.34,4.93,0.41,0.34,0.32,40.27,30.7,1.01,-0.81,-0.41,2.02,0.84,1.56,1.45,0.18,2.37,0.47,2.81,1.2,-0.04,-0.037
Max Sheppard,13,175,162,22,11,11,6,12,98,85.96,1462,643,819,53.7,6,14,0,2,0,8,47.06,33,111,64,187,empire,2025,213.0,0.79,0.19,0.64,63.72,0.34,4.54,0.4,0.4,0.32,30.11,33.65,-0.01,0.13,-0.48,-0.24,-0.43,-0.27,0.01,-0.03,0.87,-0.17,-0.23,0.37,-0.71,-0.665
Solomon Rueschemeyer-Bailey,12,267,322,27,15,12,1,12,546,97.15,5710,4373,1337,57.45,33,12,0,4,0,0,0.00,0,267,0,301,empire,2025,213.0,0.42,0.08,0.33,45.54,0.25,3.69,0.21,0.2,0.16,26.78,18.77,0.27,-1.04,-0.48,2.47,2.69,3.32,0.37,0.08,0.6,0.46,3.51,0.77,1.08,1.284
