Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,Offensive_Value,Score,team_avg_scr
Wyatt Berreman,12,214,119,15,7,8,9,23,50,100.0,770,218,552,50.42,5,0,0,1,0,1,100.00,1,2,212,229,spiders,2023,5.88,6.72,12.61,0.42,4.21,0.11,2.0,5.0,6.0,4.2,0.0,15.4,181.0,0.69,0.19,0.19,6.61,0.24,0.44,0.3,0.35,0.2,1.96,4.69,0.77,9.47,-0.16,0.09,1.25,-0.97,-0.23,-0.81,-0.17,-0.15,-0.41,-0.36,-0.84,0.06,-0.12,-0.07,0.38,0.427,0.02
Raekwon Adkins,9,172,203,26,8,18,6,18,63,85.14,1270,155,1115,50.74,3,11,0,3,0,1,20.00,0,132,40,182,spiders,2023,3.94,8.87,12.81,0.31,3.49,0.1,1.0,5.0,6.0,1.48,5.42,20.16,181.0,0.46,0.1,0.09,6.35,0.13,0.33,0.18,0.25,0.17,0.87,5.5,0.48,5.42,-0.62,-0.65,-0.51,-1.04,-0.86,-1.08,-0.72,-0.55,-0.58,-0.05,-1.17,0.1,0.58,-0.65,-0.75,-0.752,0.02
Dexter Clyburn,8,195,225,36,19,17,6,16,192,91.0,3480,1454,2026,52.0,17,16,0,10,0,10,76.92,0,167,28,190,spiders,2023,8.44,7.56,16.0,0.85,3.08,0.08,6.0,9.0,15.0,7.56,7.11,18.12,181.0,0.46,0.09,0.07,15.35,0.18,0.86,0.21,0.23,0.18,6.43,8.94,0.43,4.93,-0.62,-0.73,-0.87,1.27,-0.58,0.23,-0.58,-0.63,-0.52,1.29,0.47,0.25,0.28,-0.72,-0.01,-0.01,0.02
Robin Vickers Batzdorf,12,196,120,11,5,6,10,14,110,93.22,671,447,224,54.17,10,6,0,1,0,3,60.00,55,6,190,220,spiders,2023,4.17,5.0,9.17,0.92,5.1,0.07,4.0,2.0,6.0,8.33,5.0,6.1,181.0,0.65,0.2,0.11,5.77,0.28,0.92,0.28,0.33,0.25,3.78,2.03,0.69,9.32,-0.24,0.17,-0.16,-1.19,-0.0,0.38,-0.26,-0.23,-0.12,-1.39,-0.31,0.51,-1.5,-0.09,-0.23,-0.254,0.02
Dylan Nice,9,130,71,13,4,9,5,13,33,91.67,693,155,538,50.7,6,3,0,2,0,0,--,0,7,123,132,spiders,2023,5.63,12.68,18.31,0.46,3.85,0.1,2.0,8.0,10.0,8.45,4.23,21.0,181.0,1.09,0.26,0.17,9.78,0.41,0.5,0.45,0.58,0.37,2.37,7.47,1.33,14.17,0.64,0.67,0.89,-0.16,0.74,-0.66,0.52,0.77,0.55,0.72,-0.72,0.1,0.71,0.6,0.15,0.128,0.02
Brandon Fein,9,153,105,8,3,5,6,12,64,95.52,520,430,90,47.62,7,2,0,0,1,1,100.00,97,28,125,166,spiders,2023,2.86,4.76,7.62,0.61,3.92,0.08,4.0,1.0,5.0,6.67,1.9,8.12,181.0,0.71,0.19,0.11,5.18,0.29,0.63,0.3,0.36,0.25,4.14,1.09,0.8,10.1,-0.12,0.09,-0.16,-1.34,0.05,-0.34,-0.17,-0.11,-0.12,-1.76,-0.2,-0.27,-1.2,0.02,-0.02,-0.019,0.02
Conor Bauman,11,159,95,15,9,6,5,11,89,89.9,612,548,64,48.42,4,7,0,2,0,2,40.00,73,0,159,175,spiders,2023,9.47,6.32,15.79,0.94,3.14,0.07,6.0,1.0,6.0,4.21,7.37,6.88,181.0,0.85,0.2,0.11,6.62,0.29,0.94,0.39,0.41,0.32,5.73,0.94,0.87,11.2,0.16,0.17,-0.16,-0.97,0.05,0.43,0.24,0.09,0.27,-1.82,0.27,-0.18,-1.38,0.18,-0.43,-0.423,0.02
Matthew Burke,10,165,104,9,3,6,4,10,49,98.0,515,206,309,50.0,4,1,0,2,1,0,--,0,2,163,189,spiders,2023,2.88,5.77,8.65,0.47,2.42,0.06,2.0,3.0,5.0,3.85,0.96,10.51,181.0,0.72,0.17,0.09,5.18,0.27,0.5,0.3,0.38,0.24,2.12,3.11,0.83,10.4,-0.1,-0.07,-0.51,-1.34,-0.06,-0.66,-0.17,-0.03,-0.18,-0.97,-0.8,0.01,-0.85,0.06,-0.01,-0.01,0.02
Ray Mendoza,10,163,78,6,2,4,9,9,32,86.49,461,184,277,53.85,3,5,0,1,0,0,0.00,0,0,163,169,spiders,2023,2.56,5.13,7.69,0.41,5.52,0.06,2.0,4.0,6.0,3.85,6.41,14.41,181.0,0.92,0.29,0.11,6.16,0.34,0.45,0.39,0.47,0.36,2.52,3.7,1.14,13.42,0.3,0.91,-0.16,-1.09,0.34,-0.78,0.24,0.33,0.5,-0.75,-0.68,0.47,-0.27,0.49,-0.93,-0.899,0.02
Matt Barcellos,3,59,41,8,7,1,2,8,45,95.74,536,234,302,53.66,2,2,0,0,0,1,33.33,0,14,45,66,spiders,2023,17.07,2.44,19.51,1.1,3.39,0.14,6.0,7.0,13.0,4.88,4.88,11.91,181.0,1.7,0.37,0.17,12.74,0.59,1.09,0.8,0.78,0.59,5.63,7.22,2.0,21.98,1.85,1.57,0.89,0.6,1.78,0.8,2.12,1.56,1.8,0.62,0.24,0.45,-0.64,1.72,-0.05,-0.03,0.02
Kushal Khangaonkar,4,64,57,9,6,3,2,7,32,86.49,367,41,326,43.86,3,4,0,0,0,0,0.00,0,11,53,84,spiders,2023,10.53,5.26,15.79,0.56,3.12,0.11,1.0,6.0,6.0,5.26,7.02,11.47,181.0,1.27,0.27,0.11,6.73,0.45,0.6,0.58,0.61,0.47,1.06,5.74,1.48,16.6,1.0,0.75,-0.16,-0.94,0.97,-0.41,1.11,0.89,1.12,0.05,-1.11,-0.72,-0.7,0.95,-0.91,-0.62,0.02
Dylan Burns,3,42,37,7,3,4,1,6,21,87.5,413,176,237,48.65,1,1,0,1,0,0,0.00,0,6,36,52,spiders,2023,8.11,10.81,18.92,0.57,2.38,0.14,5.0,6.0,11.0,2.7,2.7,19.67,181.0,1.83,0.38,0.14,11.02,0.62,0.62,0.79,0.93,0.62,4.79,6.36,2.37,23.74,2.11,1.66,0.37,0.16,1.95,-0.36,2.07,2.16,1.97,0.29,-0.01,-0.15,0.51,1.97,0.14,0.075,0.02
Munis Thahir,5,66,50,4,2,2,2,5,27,96.43,366,112,254,40.0,0,1,0,0,0,0,--,1,14,52,79,spiders,2023,4.0,4.0,8.0,0.54,3.03,0.08,2.0,5.0,7.0,0.0,2.0,13.56,181.0,1.35,0.31,0.09,7.56,0.45,0.58,0.58,0.67,0.47,2.49,5.16,1.7,18.62,1.16,1.08,-0.51,-0.73,0.97,-0.46,1.11,1.12,1.12,-0.18,-0.69,-1.19,-0.39,1.24,-0.49,-0.324,0.02
Greg Martin,11,219,261,49,6,43,8,47,168,95.45,2832,432,2400,48.66,16,8,0,2,1,3,60.00,1,211,8,235,phoenix,2023,2.3,16.48,18.77,0.64,3.65,0.21,2.0,9.0,11.0,6.13,3.07,16.86,203.0,0.45,0.09,0.18,10.83,0.15,0.65,0.14,0.29,0.12,1.72,9.14,0.36,4.44,-0.64,-0.73,1.07,0.11,-0.75,-0.29,-0.9,-0.39,-0.86,1.37,-0.91,-0.15,0.09,-0.79,0.53,0.57,0.08
James Pollard,12,260,308,66,25,41,7,46,179,87.32,4946,1545,3401,47.4,12,23,0,4,0,19,59.38,12,244,16,287,phoenix,2023,8.12,13.31,21.43,0.58,2.69,0.18,5.0,11.0,16.0,3.9,7.47,27.63,203.0,0.43,0.07,0.15,15.96,0.12,0.59,0.18,0.24,0.15,5.02,10.96,0.34,3.94,-0.68,-0.9,0.54,1.43,-0.92,-0.44,-0.72,-0.59,-0.69,2.08,0.06,-0.3,1.69,-0.86,-0.01,-0.012,0.08
Max Trifillis,10,230,146,24,10,14,14,38,71,98.61,1409,333,1076,50.0,5,0,0,0,0,2,100.00,4,27,203,257,phoenix,2023,6.85,9.59,16.44,0.49,6.09,0.17,2.0,7.0,10.0,3.42,0.0,19.85,203.0,0.62,0.19,0.25,9.66,0.2,0.5,0.26,0.32,0.17,2.37,7.32,0.66,7.96,-0.3,0.09,2.3,-0.19,-0.46,-0.66,-0.35,-0.27,-0.58,0.66,-0.72,0.01,0.54,-0.28,0.49,0.551,0.08
Sean Mott,12,276,330,51,35,16,2,31,505,96.01,5184,3596,1588,48.48,30,20,0,2,0,23,65.71,4,261,15,322,phoenix,2023,10.61,4.85,15.45,1.53,0.72,0.11,11.0,5.0,16.0,9.09,6.06,10.27,203.0,0.36,0.05,0.09,15.62,0.16,1.52,0.19,0.15,0.13,10.81,4.83,0.27,3.78,-0.82,-1.06,-0.51,1.34,-0.69,1.86,-0.67,-0.95,-0.8,-0.31,1.76,-0.17,-0.88,-0.88,0.77,0.97,0.08
Eric Witmer,11,240,131,20,14,6,14,26,95,92.23,1347,756,591,56.49,6,8,0,0,0,6,75.00,0,0,240,280,phoenix,2023,10.69,4.58,15.27,0.73,5.83,0.11,6.0,5.0,10.0,4.58,6.11,14.18,203.0,0.66,0.21,0.19,10.27,0.23,0.74,0.32,0.3,0.24,5.74,4.57,0.69,9.01,-0.22,0.26,1.25,-0.03,-0.29,-0.07,-0.08,-0.35,-0.18,-0.41,0.27,0.79,-0.3,-0.13,-0.19,-0.223,0.08
Paul Owens,12,254,168,19,13,6,16,24,194,95.57,1091,769,322,52.38,11,7,1,4,0,4,57.14,161,23,231,304,phoenix,2023,7.74,3.57,11.31,1.15,6.3,0.09,5.0,2.0,6.0,6.55,4.17,5.62,203.0,0.51,0.18,0.14,6.6,0.21,1.15,0.25,0.24,0.18,4.59,2.03,0.49,7.22,-0.52,0.01,0.37,-0.97,-0.4,0.95,-0.4,-0.59,-0.52,-1.39,-0.07,0.3,-1.57,-0.39,0.19,0.233,0.08
CJ Colicchio,9,136,135,26,13,13,3,22,109,96.46,2114,531,1583,54.07,13,4,0,3,0,2,66.67,13,110,26,139,phoenix,2023,9.63,9.63,19.26,0.81,2.21,0.16,4.0,12.0,16.0,9.63,2.96,19.39,203.0,0.69,0.13,0.16,15.46,0.27,0.81,0.31,0.34,0.21,3.97,11.52,0.71,7.74,-0.16,-0.4,0.72,1.3,-0.06,0.11,-0.12,-0.19,-0.35,2.29,-0.25,0.5,0.47,-0.32,0.71,0.588,0.08
Matt Hanna,11,150,94,17,8,9,10,21,53,89.83,845,251,594,52.13,7,6,0,0,0,1,100.00,0,7,143,160,phoenix,2023,8.51,9.57,18.09,0.56,6.67,0.14,3.0,6.0,9.0,7.45,6.38,15.94,203.0,0.88,0.25,0.21,9.04,0.32,0.59,0.38,0.44,0.31,2.79,6.3,0.97,11.16,0.22,0.59,1.6,-0.35,0.23,-0.44,0.2,0.21,0.21,0.26,-0.6,0.27,-0.04,0.17,-0.22,-0.195,0.08
Dmitry Suvorov,10,132,155,16,10,6,2,14,108,98.18,1251,249,1002,50.32,8,2,0,2,0,1,100.00,0,127,5,166,phoenix,2023,6.45,3.87,10.32,0.7,1.52,0.11,2.0,6.0,8.0,5.16,1.29,11.58,203.0,0.54,0.11,0.09,8.13,0.21,0.71,0.25,0.26,0.17,1.71,6.45,0.57,6.94,-0.46,-0.57,-0.51,-0.58,-0.4,-0.14,-0.4,-0.51,-0.58,0.32,-0.92,0.05,-0.69,-0.43,0.17,0.154,0.08
Eric Nardelli,11,141,91,13,3,10,1,14,51,98.08,522,194,328,51.65,2,0,0,0,1,1,100.00,0,6,135,155,phoenix,2023,3.3,10.99,14.29,0.56,0.71,0.1,2.0,4.0,6.0,2.2,0.0,10.24,203.0,0.86,0.17,0.15,5.96,0.28,0.58,0.34,0.47,0.26,2.28,3.73,0.94,11.46,0.18,-0.07,0.54,-1.14,-0.0,-0.46,0.02,0.33,-0.07,-0.73,-0.75,0.21,-0.89,0.21,0.39,0.341,0.08
Calvin Trisolini,12,225,283,38,31,7,3,12,445,93.88,4441,3541,900,48.76,24,27,1,2,0,22,75.86,0,225,0,268,phoenix,2023,10.95,2.47,13.43,1.57,1.33,0.05,13.0,3.0,16.0,8.48,9.54,9.98,203.0,0.38,0.06,0.04,15.59,0.17,1.56,0.21,0.15,0.18,12.38,3.23,0.31,4.21,-0.78,-0.98,-1.4,1.33,-0.63,1.96,-0.58,-0.95,-0.52,-0.93,2.23,-0.14,-0.92,-0.82,0.15,0.172,0.08
Kainoa Chun-Moy,11,156,165,16,6,10,5,12,121,93.8,1314,587,727,50.3,10,6,0,3,0,4,80.00,12,102,54,195,phoenix,2023,3.64,6.06,9.7,0.73,3.21,0.08,4.0,4.0,8.0,6.06,3.64,10.86,203.0,0.51,0.12,0.07,8.02,0.21,0.74,0.21,0.26,0.18,3.6,4.45,0.53,6.71,-0.52,-0.49,-0.87,-0.61,-0.4,-0.07,-0.58,-0.51,-0.52,-0.45,-0.36,0.05,-0.79,-0.46,-0.01,-0.01,0.08
Brandon Pastor,11,114,107,10,2,8,2,10,60,95.24,727,167,560,40.19,5,2,0,0,0,0,--,0,44,70,149,phoenix,2023,1.87,7.48,9.35,0.56,1.75,0.09,2.0,5.0,7.0,4.67,1.87,12.12,203.0,0.71,0.15,0.09,6.94,0.27,0.58,0.29,0.38,0.24,1.71,5.27,0.82,9.77,-0.12,-0.24,-0.51,-0.89,-0.06,-0.46,-0.21,-0.03,-0.18,-0.14,-0.92,-1.16,-0.61,-0.03,-0.02,-0.017,0.08
Mike Campanella,12,154,96,7,3,4,5,8,123,96.09,568,446,122,53.13,10,4,1,0,0,1,100.00,3,10,144,183,phoenix,2023,3.12,4.17,7.29,1.28,3.25,0.05,5.0,1.0,6.0,10.42,4.17,4.62,203.0,0.76,0.2,0.08,6.12,0.35,1.27,0.33,0.39,0.29,4.66,1.5,0.84,11.17,-0.02,0.17,-0.69,-1.1,0.4,1.24,-0.03,0.01,0.1,-1.6,-0.05,0.39,-1.72,0.17,0.12,0.114,0.08
Gavin Abrahamsson,7,84,53,6,0,6,2,7,29,96.67,450,86,364,52.83,4,1,0,0,0,0,--,0,2,82,101,phoenix,2023,0.0,11.32,11.32,0.55,2.38,0.08,2.0,7.0,8.0,7.55,1.89,15.52,203.0,1.31,0.29,0.12,8.62,0.5,0.59,0.52,0.71,0.45,1.91,6.79,1.65,18.03,1.08,0.91,0.01,-0.46,1.26,-0.44,0.84,1.28,1.01,0.45,-0.86,0.35,-0.1,1.15,0.11,0.078,0.08
Justin Keller,12,160,106,9,6,3,3,6,118,94.4,646,408,238,47.17,5,6,0,0,0,0,0.00,0,15,145,192,phoenix,2023,5.66,2.83,8.49,1.11,1.88,0.04,4.0,2.0,6.0,4.72,5.66,5.47,203.0,0.71,0.16,0.05,6.27,0.27,1.11,0.32,0.34,0.28,3.9,2.41,0.77,10.24,-0.12,-0.16,-1.22,-1.06,-0.06,0.85,-0.08,-0.19,0.04,-1.25,-0.27,-0.33,-1.59,0.04,-0.52,-0.506,0.08
Nate Little,6,81,49,4,3,1,4,6,15,88.24,189,45,144,44.9,1,1,0,1,0,0,--,0,11,70,96,phoenix,2023,6.12,2.04,8.16,0.31,4.94,0.07,1.0,3.0,4.0,2.04,2.04,12.6,203.0,1.37,0.35,0.11,4.43,0.48,0.37,0.61,0.67,0.48,1.3,3.22,1.71,19.28,1.19,1.41,-0.16,-1.53,1.15,-0.98,1.25,1.12,1.17,-0.93,-1.04,-0.6,-0.54,1.33,-0.56,-0.385,0.08
Andres Rodriguez,5,44,40,6,2,4,2,5,39,92.86,320,155,165,45.0,2,2,0,1,0,0,--,0,7,37,69,phoenix,2023,5.0,10.0,15.0,0.98,4.55,0.11,4.0,4.0,8.0,5.0,5.0,8.21,203.0,1.69,0.38,0.11,8.22,0.6,0.98,0.71,0.87,0.6,4.0,4.33,1.96,22.53,1.83,1.66,-0.16,-0.56,1.84,0.53,1.71,1.92,1.85,-0.5,-0.24,-0.59,-1.19,1.79,-0.18,-0.105,0.08
Alex Thorne,10,208,256,17,12,5,1,5,317,95.2,2878,1988,890,48.05,12,13,0,0,0,13,65.00,0,207,1,236,phoenix,2023,4.69,1.95,6.64,1.24,0.48,0.02,8.0,3.0,11.0,4.69,5.08,9.08,203.0,0.33,0.06,0.02,11.22,0.14,1.23,0.16,0.15,0.15,7.71,3.52,0.34,4.52,-0.88,-0.98,-1.75,0.21,-0.81,1.14,-0.81,-0.95,-0.69,-0.82,0.85,-0.22,-1.06,-0.78,-0.16,-0.173,0.08
Jordan Rhyne,12,221,276,25,18,7,5,3,341,91.91,3580,2320,1260,49.28,21,26,1,1,0,11,45.83,0,221,0,263,phoenix,2023,6.52,2.54,9.06,1.24,2.26,0.01,8.0,5.0,13.0,7.61,9.42,10.5,203.0,0.34,0.07,0.01,12.92,0.16,1.23,0.17,0.15,0.18,8.35,4.59,0.32,4.3,-0.86,-0.9,-1.92,0.65,-0.69,1.14,-0.76,-0.95,-0.52,-0.4,1.04,-0.07,-0.85,-0.81,-0.47,-0.535,0.08
Max Sheppard,12,287,351,91,50,41,6,67,266,90.48,5809,2540,3269,51.57,22,24,0,6,0,38,69.09,2,260,27,326,thunderbirds,2023,14.25,11.68,25.93,0.76,2.09,0.23,7.0,9.0,17.0,6.27,6.84,21.84,179.0,0.45,0.06,0.19,16.46,0.13,0.76,0.22,0.21,0.14,7.21,9.27,0.29,3.57,-0.64,-0.98,1.25,1.55,-0.86,-0.02,-0.53,-0.71,-0.75,1.42,0.7,0.2,0.83,-0.91,0.43,0.58,-0.013
Carl Johnson,12,261,272,59,14,45,10,60,111,91.74,3214,721,2493,53.68,11,7,0,2,0,7,77.78,0,194,67,271,thunderbirds,2023,5.15,16.54,21.69,0.41,3.83,0.23,3.0,9.0,12.0,4.04,2.57,28.95,179.0,0.47,0.09,0.22,11.78,0.13,0.42,0.16,0.29,0.12,2.69,9.11,0.39,4.39,-0.6,-0.73,1.78,0.35,-0.86,-0.86,-0.81,-0.39,-0.86,1.36,-0.63,0.45,1.88,-0.79,0.51,0.628,-0.013
Jimmy Towle,10,219,274,39,16,23,2,29,238,96.75,3489,859,2630,55.84,21,8,0,4,0,2,66.67,0,212,7,253,thunderbirds,2023,5.84,8.39,14.23,0.87,0.91,0.13,3.0,10.0,13.0,7.66,2.92,14.66,179.0,0.39,0.06,0.1,12.68,0.16,0.87,0.16,0.21,0.12,3.17,9.53,0.34,4.29,-0.76,-0.98,-0.34,0.58,-0.69,0.25,-0.81,-0.71,-0.86,1.52,-0.49,0.71,-0.23,-0.81,0.4,0.476,-0.013
Charlie Vukovic,9,153,96,14,8,6,11,20,41,91.11,1091,398,693,51.04,3,4,0,1,0,2,50.00,64,12,141,177,thunderbirds,2023,8.33,6.25,14.58,0.43,7.19,0.13,4.0,7.0,11.0,3.12,4.17,26.61,179.0,0.83,0.26,0.2,11.3,0.28,0.46,0.38,0.41,0.29,4.19,7.16,1.06,11.11,0.12,0.67,1.42,0.23,-0.0,-0.76,0.2,0.09,0.1,0.6,-0.19,0.14,1.54,0.16,-0.16,-0.159,-0.013
Jonathan Mast,12,254,325,36,28,8,3,20,551,95.66,5134,3901,1233,52.62,40,19,1,0,0,14,66.67,0,254,0,290,thunderbirds,2023,8.62,2.46,11.08,1.7,1.18,0.08,12.0,4.0,16.0,12.31,5.85,9.32,179.0,0.32,0.05,0.06,15.71,0.2,1.68,0.18,0.13,0.13,11.9,3.83,0.27,3.74,-0.9,-1.06,-1.04,1.36,-0.46,2.25,-0.72,-1.03,-0.8,-0.7,2.09,0.33,-1.02,-0.89,0.97,1.235,-0.013
Mikey O'Brien,9,160,150,22,11,11,10,20,74,86.05,1794,440,1354,45.33,11,9,1,3,0,2,100.00,0,72,88,183,thunderbirds,2023,7.33,7.33,14.67,0.49,6.25,0.12,3.0,9.0,12.0,7.33,6.0,24.24,179.0,0.59,0.16,0.13,11.9,0.23,0.51,0.26,0.3,0.22,3.0,8.93,0.67,7.28,-0.36,-0.16,0.19,0.39,-0.29,-0.63,-0.35,-0.35,-0.29,1.29,-0.54,-0.55,1.19,-0.38,-0.3,-0.303,-0.013
Kenny Furdella,8,153,172,17,5,12,2,17,194,98.48,1371,1000,371,52.91,12,2,1,0,0,1,100.00,0,118,35,170,thunderbirds,2023,2.91,6.98,9.88,1.13,1.31,0.11,6.0,2.0,8.0,6.98,1.16,7.07,179.0,0.49,0.1,0.1,8.03,0.21,1.12,0.2,0.27,0.15,5.79,2.27,0.49,6.3,-0.56,-0.65,-0.34,-0.61,-0.4,0.87,-0.62,-0.47,-0.69,-1.3,0.28,0.36,-1.36,-0.52,0.81,0.789,-0.013
Steve Mogielski,12,177,113,11,6,5,14,17,72,87.8,865,524,341,51.33,6,8,0,0,1,3,42.86,3,19,158,212,thunderbirds,2023,5.31,4.42,9.73,0.64,7.91,0.1,5.0,3.0,8.0,5.31,7.08,12.01,179.0,0.69,0.25,0.14,7.75,0.26,0.65,0.31,0.34,0.28,4.65,3.14,0.78,9.81,-0.16,0.59,0.37,-0.68,-0.12,-0.29,-0.12,-0.19,0.04,-0.96,-0.05,0.17,-0.62,-0.02,-0.67,-0.729,-0.013
Anson Reppermund,11,242,297,29,12,17,5,16,172,92.47,3325,830,2495,50.51,15,11,1,7,0,3,33.33,0,229,13,269,thunderbirds,2023,4.04,5.72,9.76,0.58,2.07,0.07,3.0,8.0,11.0,5.05,3.7,19.33,179.0,0.33,0.07,0.05,11.18,0.13,0.59,0.14,0.17,0.12,2.83,8.36,0.33,4.02,-0.88,-0.9,-1.22,0.2,-0.86,-0.44,-0.9,-0.87,-0.86,1.06,-0.59,0.07,0.46,-0.85,-0.17,-0.208,-0.013
Clint McSherry,6,127,156,27,22,5,3,15,266,93.33,2745,2552,193,57.69,15,15,0,0,0,7,43.75,0,125,2,144,thunderbirds,2023,14.1,3.21,17.31,1.71,2.36,0.12,16.0,1.0,18.0,9.62,9.62,10.32,179.0,0.6,0.11,0.09,17.36,0.25,1.68,0.32,0.25,0.25,16.01,1.39,0.56,6.76,-0.34,-0.57,-0.51,1.78,-0.18,2.25,-0.08,-0.55,-0.12,-1.64,3.3,0.94,-0.87,-0.46,0.56,0.502,-0.013
Noah Celuch,11,231,279,22,11,11,6,12,338,95.48,2643,2086,557,52.69,13,13,0,3,0,4,44.44,0,211,20,265,thunderbirds,2023,3.94,3.94,7.89,1.21,2.6,0.05,7.0,2.0,9.0,4.66,4.66,7.82,179.0,0.32,0.07,0.04,9.48,0.13,1.21,0.14,0.16,0.13,7.43,2.07,0.31,4.26,-0.9,-0.9,-1.4,-0.23,-0.86,1.09,-0.9,-0.91,-0.8,-1.38,0.77,0.34,-1.24,-0.81,0.08,0.097,-0.013
Chris Graber,6,93,60,9,2,7,4,11,15,93.75,515,2,513,46.67,2,1,0,1,0,0,--,0,9,84,121,thunderbirds,2023,3.33,11.67,15.0,0.25,4.3,0.12,0.0,9.0,9.0,3.33,1.67,34.33,179.0,1.22,0.29,0.17,8.69,0.42,0.31,0.49,0.65,0.4,0.42,8.35,1.76,16.4,0.9,0.91,0.89,-0.44,0.8,-1.13,0.7,1.04,0.72,1.06,-1.3,-0.39,2.68,0.92,-0.03,-0.025,-0.013
Pete Zaccardi,11,183,126,11,9,2,8,9,102,90.27,1307,775,532,43.65,6,9,0,1,0,7,77.78,38,19,164,235,thunderbirds,2023,7.14,1.59,8.73,0.81,4.37,0.05,6.0,4.0,10.0,4.76,7.14,12.81,179.0,0.62,0.18,0.07,10.36,0.24,0.82,0.3,0.28,0.26,6.11,4.29,0.71,9.01,-0.3,0.01,-0.87,-0.01,-0.23,0.13,-0.17,-0.43,-0.07,-0.52,0.38,-0.75,-0.51,-0.13,-0.61,-0.699,-0.013
Alex Thomas,4,72,46,7,4,3,1,8,22,100.0,286,80,206,71.74,2,0,0,0,0,0,--,0,4,68,82,thunderbirds,2023,8.7,6.52,15.22,0.48,1.39,0.11,2.0,4.0,6.0,4.35,0.0,13.0,179.0,1.51,0.31,0.16,6.59,0.53,0.53,0.67,0.75,0.49,2.06,4.63,1.82,20.14,1.47,1.08,0.72,-0.98,1.43,-0.59,1.52,1.44,1.23,-0.38,-0.81,2.62,-0.48,1.45,0.29,0.196,-0.013
Jacob Anthuvan,9,111,102,8,2,6,4,8,42,91.3,616,1,615,46.08,2,4,0,0,0,0,--,0,36,75,135,thunderbirds,2023,1.96,5.88,7.84,0.41,3.6,0.07,0.0,6.0,6.0,1.96,3.92,14.67,179.0,0.73,0.18,0.07,6.22,0.25,0.44,0.3,0.38,0.27,0.24,6.03,0.88,10.09,-0.08,0.01,-0.87,-1.07,-0.18,-0.81,-0.17,-0.03,-0.01,0.16,-1.35,-0.46,-0.23,0.02,-0.79,-0.686,-0.013
Ryan Kindell,7,70,45,8,5,3,5,7,24,80.0,353,237,116,42.22,1,6,0,0,0,3,50.00,20,4,66,84,thunderbirds,2023,11.11,6.67,17.78,0.53,7.14,0.1,5.0,3.0,8.0,2.22,13.33,14.71,179.0,1.56,0.4,0.14,8.06,0.52,0.58,0.7,0.76,0.62,5.24,2.92,1.89,20.58,1.57,1.82,0.37,-0.6,1.38,-0.46,1.66,1.48,1.97,-1.05,0.12,-0.92,-0.22,1.52,-1.65,-1.13,-0.013
Thomas Hansen,8,99,62,4,1,3,2,6,19,100.0,274,118,156,51.61,1,0,0,0,0,0,--,0,3,96,120,thunderbirds,2023,1.61,4.84,6.45,0.31,2.02,0.06,2.0,3.0,4.0,1.61,0.0,14.42,179.0,1.1,0.25,0.09,4.84,0.39,0.36,0.46,0.57,0.37,2.13,2.78,1.41,15.9,0.66,0.59,-0.51,-1.42,0.63,-1.01,0.56,0.73,0.55,-1.1,-0.79,0.21,-0.27,0.85,-0.1,-0.082,-0.013
Andrew Thompson,8,88,65,8,6,2,2,5,49,89.09,327,265,62,47.69,3,4,0,1,0,1,100.00,2,4,84,112,thunderbirds,2023,9.23,3.08,12.31,0.75,2.27,0.06,4.0,1.0,5.0,4.62,6.15,6.67,179.0,1.11,0.24,0.07,5.39,0.4,0.77,0.51,0.53,0.41,4.14,1.31,1.24,15.1,0.68,0.5,-0.87,-1.28,0.69,0.01,0.79,0.57,0.78,-1.67,-0.2,-0.26,-1.41,0.73,-0.54,-0.427,-0.013
Dylan Best,1,19,25,6,4,2,0,5,17,94.44,252,99,153,44.0,1,1,0,0,0,2,100.00,0,19,0,20,thunderbirds,2023,16.0,8.0,24.0,0.68,0.0,0.26,4.0,6.0,10.0,4.0,4.0,14.82,179.0,2.53,0.5,0.17,10.07,0.87,0.73,1.13,1.23,0.87,4.13,6.1,3.16,32.17,3.5,2.65,0.89,-0.08,3.39,-0.09,3.63,3.36,3.38,0.19,-0.2,-0.71,-0.21,3.17,-0.13,-0.043,-0.013
John McMonigal,8,98,59,5,2,3,2,4,25,96.15,300,189,111,54.24,1,1,0,2,0,1,100.00,0,8,90,108,thunderbirds,2023,3.39,5.08,8.47,0.42,2.04,0.04,3.0,2.0,5.0,1.69,1.69,12.0,179.0,1.17,0.27,0.06,5.47,0.41,0.47,0.5,0.59,0.41,3.34,2.2,1.44,16.45,0.8,0.75,-1.04,-1.26,0.74,-0.73,0.75,0.81,0.78,-1.33,-0.44,0.52,-0.63,0.93,-0.34,-0.264,-0.013
